article_pubyear,publisher,institution_name,n_items
2016,Non-Elsevier,Max Planck Institute for Tax Law and Public Finance,3
2017,Non-Elsevier,Fraunhofer Center for International Management and Knowledge Economy,2
2019,Non-Elsevier,Fraunhofer Institute for Technological Trend Analysis,2
2018,Elsevier,Heidelberg University of Education,3
2020,Non-Elsevier,Nürtingen-Geislingen University of Applied Science,2
2012,Elsevier,Westsächsische Hochschule Zwickau,1
2019,Non-Elsevier,German National Library of Economics,4
2012,Non-Elsevier,Fraunhofer Institute for Silicon Technology,4
2020,Elsevier,University of Applied Sciences Biberach,1
2016,Elsevier,Rottenburg University of Applied Forest Sciences,1
2017,Elsevier,Frankfurt University of Applied Sciences,2
2015,Elsevier,Hochschule Ulm,1
2016,Elsevier,Max Planck Institute for Radio Astronomy,1
2016,Elsevier,Fraunhofer Institute for Computer Graphics Research,1
2013,Elsevier,Kühne Logistics University,1
2020,Non-Elsevier,Carl Maria von Weber College of Music,1
2014,Elsevier,Max Planck Institute for Mathematics,3
2019,Elsevier,hsg Bochum - University of Applied Sciences,1
2017,Non-Elsevier,Max Planck Institute for Social Law and Social Policy,3
2019,Elsevier,Leibniz-Centre General Linguistics,3
2019,Elsevier,Fraunhofer Institute for Digital Medicine,6
2013,Non-Elsevier,Rottenburg University of Applied Forest Sciences,2
2018,Elsevier,Max Planck Institute for Dynamics and Self Organization,4
2018,Non-Elsevier,Institut für Arbeitsmarkt und Berufsforschung,7
2014,Elsevier,Fachhochschule Kiel,1
2013,Elsevier,Max Planck Institute for Plant Breeding Research,9
2018,Elsevier,Fraunhofer Center for International Management and Knowledge Economy,2
2014,Elsevier,Fraunhofer Institute for Software and Systems Engineering,1
2019,Elsevier,Max Planck Computing and Data Facility,2
2012,Elsevier,Hochschule Osnabrück,1
2015,Elsevier,Fraunhofer Center for International Management and Knowledge Economy,1
2012,Non-Elsevier,Fraunhofer Institute for Digital Media Technology,1
2017,Non-Elsevier,Fraunhofer Institute for Nondestructive Testing,3
2017,Non-Elsevier,Fraunhofer Chalmers Research Centre for Industrial Mathematics,3
2015,Elsevier,Max Planck Institute of Neurobiology,8
2019,Non-Elsevier,Max Planck Unit for the Science of Pathogens,2
2019,Non-Elsevier,Fraunhofer Institute for Experimental Software Engineering,5
2015,Elsevier,Hochschule Osnabrück,1
2016,Elsevier,Augsburg University of Applied Sciences,2
2018,Non-Elsevier,Fraunhofer Institute for Factory Operation and Automation,2
2020,Elsevier,Kühne Logistics University,4
2015,Elsevier,Fraunhofer Institute for Digital Media Technology,1
2013,Non-Elsevier,Max Planck Institute for Tax Law and Public Finance,3
2015,Non-Elsevier,Zittau/Görlitz University of Applied Sciences,3
2013,Non-Elsevier,Max Planck Florida Institute for Neuroscience,3
2014,Elsevier,Hochschule Osnabrück,1
2016,Non-Elsevier,Max Planck Institute for the Study of Societies,8
2012,Elsevier,Max Planck Institute for Radio Astronomy,3
2014,Elsevier,Max Planck Institute for Extraterrestrial Physics,2
2016,Elsevier,Max Planck Institute for the Science of Light,2
2013,Non-Elsevier,Offenburg University of Applied Sciences,6
2014,Elsevier,Fraunhofer Institute for Transportation and Infrastructure Systems,1
2012,Elsevier,Fraunhofer Institute for Applied Optics and Precision Engineering,3
2018,Non-Elsevier,Ostwestfalen-Lippe University of Applied Sciences and Arts,6
2019,Non-Elsevier,hsg Bochum - University of Applied Sciences,5
2014,Non-Elsevier,Fraunhofer Institute for Microelectronic Circuits and Systems,3
2019,Non-Elsevier,Stuttgart University of Applied Sciences,3
2012,Non-Elsevier,Bremen University of Applied Sciences,6
2017,Elsevier,Fraunhofer Institute for Microelectronic Circuits and Systems,2
2017,Elsevier,Albstadt-Sigmaringen University,1
2012,Elsevier,Stuttgart University of Applied Sciences,1
2019,Elsevier,Fraunhofer Institute for Physical Measurement Techniques,2
2015,Elsevier,Fraunhofer Institute for Technological Trend Analysis,1
2019,Non-Elsevier,Fraunhofer Institute for Building Physics,6
2017,Elsevier,Hochschule für Technik und Wirtschaft des Saarlandes,3
2018,Non-Elsevier,Fraunhofer Institute for Software and Systems Engineering,1
2014,Elsevier,Westsächsische Hochschule Zwickau,2
2017,Elsevier,Fraunhofer Institute for Nondestructive Testing,3
2016,Non-Elsevier,Fraunhofer Society,3
2013,Elsevier,Heidelberg University of Education,2
2013,Non-Elsevier,"Fraunhofer Institute for Organic Electronics, Electron Beam and Plasma Technology",4
2018,Elsevier,Fraunhofer Institute for Open Communication Systems,3
2013,Elsevier,Fraunhofer Institute for Microelectronic Circuits and Systems,1
2019,Elsevier,Leibniz Institute DSMZ – German Collection of Microorganisms and Cell Cultures,4
2013,Elsevier,"Fraunhofer Institute for High-Speed Dynamics, Ernst-Mach-Institut",5
2015,Elsevier,Stuttgart University of Applied Sciences,3
2013,Elsevier,Fraunhofer Austria,4
2017,Non-Elsevier,Max Planck Institute for Innovation and Competition,5
2020,Elsevier,Fraunhofer Institute for Software and Systems Engineering,1
2014,Elsevier,University of Applied Sciences Emden Leer,4
2019,Non-Elsevier,Fraunhofer Institute for Open Communication Systems,4
2012,Elsevier,Fraunhofer Institute for Applied Information Technology,1
2014,Non-Elsevier,Max Planck Institute for Software Systems,3
2016,Non-Elsevier,Berlin State Library,1
2014,Elsevier,"Fraunhofer Institute for Environmental, Safety, and Energy Technology",2
2017,Elsevier,Max Planck Computing and Data Facility,1
2015,Elsevier,Fraunhofer Institute for Open Communication Systems,2
2019,Elsevier,Fraunhofer Institute for Computer Graphics Research,4
2012,Non-Elsevier,University of Education Freiburg,4
2016,Elsevier,University of Applied Sciences Landshut,1
2018,Elsevier,Max Planck Institute for Evolutionary Biology,3
2016,Non-Elsevier,University of Applied Sciences Ravensburg-Weingarten,1
2012,Non-Elsevier,Fraunhofer Institute for Applied Information Technology,1
2020,Non-Elsevier,Fraunhofer USA,2
2014,Elsevier,Max Planck Institute for Demographic Research,3
2017,Non-Elsevier,Hochschule Konstanz University of Applied Sciences,2
2014,Elsevier,Fraunhofer Society,2
2017,Elsevier,German Rheumatism Research Centre,9
2013,Elsevier,Max Planck Research Unit Neurogenetics,1
2019,Non-Elsevier,Max Planck Research Unit Neurogenetics,2
2013,Non-Elsevier,Karlsruhe University of Education,3
2019,Non-Elsevier,Fraunhofer Research Institution for Additive Production Technology,1
2020,Elsevier,Max Planck Florida Institute for Neuroscience,3
2016,Non-Elsevier,University of Applied Sciences Würzburg-Schweinfurt,5
2017,Elsevier,Fraunhofer Center for Maritime Logistics and Services,1
2015,Elsevier,Fraunhofer Institute for Algorithms and Scientific Computing,2
2013,Non-Elsevier,Hochschule Mittweida,4
2015,Elsevier,University of Applied Sciences Landshut,3
2016,Elsevier,Leibniz-Centre General Linguistics,1
2013,Non-Elsevier,Fachhochschule Bielefeld,2
2012,Elsevier,Fraunhofer Institute for Chemical Technology,3
2015,Non-Elsevier,Max Planck Institute for the Study of Societies,4
2019,Elsevier,Fraunhofer Institute for Silicon Technology,1
2012,Elsevier,Pforzheim University of Applied Sciences,1
2014,Elsevier,University of Applied Sciences Rosenheim,1
2020,Elsevier,Fraunhofer UK Research,2
2012,Non-Elsevier,RWI – Leibniz Institute for Economic Research,8
2017,Non-Elsevier,Max Planck Institute for European Legal History,1
2018,Non-Elsevier,University of Applied Sciences Ravensburg-Weingarten,3
2017,Elsevier,Fraunhofer Institute for Algorithms and Scientific Computing,3
2018,Elsevier,Fraunhofer Research Institution for Marine Biotechnology and Cell Technology,1
2015,Elsevier,Fraunhofer Chile Research Foundation,1
2016,Elsevier,Hochschule Hannover,2
2012,Non-Elsevier,Fraunhofer Institute for Factory Operation and Automation,1
2014,Non-Elsevier,Albstadt-Sigmaringen University,3
2015,Elsevier,Fraunhofer Institute for Building Physics,3
2020,Non-Elsevier,Max Planck Institute for Tax Law and Public Finance,3
2012,Non-Elsevier,Ostwestfalen-Lippe University of Applied Sciences and Arts,2
2012,Non-Elsevier,HHL Leipzig Graduate School of Management,2
2013,Elsevier,"Fraunhofer Institute for Organic Electronics, Electron Beam and Plasma Technology",2
2017,Elsevier,Fulda University of Applied Sciences,1
2014,Elsevier,Leibniz Institute for Tropospheric Research,3
2019,Elsevier,Max Planck Institute for Innovation and Competition,1
2013,Non-Elsevier,Max Planck Research Unit for Enzymology of Protein Folding,1
2018,Elsevier,Karlsruhe University of Education,1
2016,Elsevier,Fraunhofer Research Institution for Additive Production Technology,1
2014,Non-Elsevier,Fraunhofer Institute for Open Communication Systems,1
2020,Non-Elsevier,Fraunhofer Chalmers Research Centre for Industrial Mathematics,2
2019,Elsevier,Max Planck Institute of Immunobiology and Epigenetics,6
2013,Elsevier,Leibniz-Centre General Linguistics,2
2013,Elsevier,Fraunhofer Institute for Integrated Circuits,1
2013,Elsevier,Max Planck Institute for Social Law and Social Policy,1
2019,Elsevier,Max Planck Institute for Extraterrestrial Physics,1
2013,Non-Elsevier,Fraunhofer Institute for Reliability and Microintegration,4
2015,Elsevier,Furtwangen University,7
2017,Elsevier,Hamm-Lippstadt University of Applied Sciences,1
2014,Non-Elsevier,hsg Bochum - University of Applied Sciences,1
2015,Elsevier,University of Applied Sciences Ravensburg-Weingarten,1
2013,Elsevier,Max Planck Institute for Astronomy,1
2012,Non-Elsevier,Max Planck Florida Institute for Neuroscience,1
2013,Elsevier,Augsburg University of Applied Sciences,2
2017,Elsevier,"Fraunhofer Institute for Communication, Information Processing and Ergonomics",1
2012,Elsevier,University of Applied Sciences Ravensburg-Weingarten,1
2015,Elsevier,Deggendorf Institute of Technology,3
2016,Elsevier,Heidelberg University of Education,2
2013,Elsevier,Furtwangen University,1
2012,Elsevier,Rhine-Waal University of Applied Sciences,1
2014,Elsevier,Leipzig University of Applied Sciences,3
2014,Elsevier,Max Planck Research Unit for Enzymology of Protein Folding,1
2018,Elsevier,Max Planck Institute for Tax Law and Public Finance,1
2020,Elsevier,Hochschule Konstanz University of Applied Sciences,3
2020,Elsevier,Hochschule Mittweida,3
2019,Elsevier,Fraunhofer Institute for Applied and Integrated Security,1
2012,Elsevier,Darmstadt University of Applied Sciences,2
2017,Elsevier,Hochschule Ulm,2
2016,Non-Elsevier,Kühne Logistics University,2
2014,Elsevier,Heilbronn University,2
2013,Elsevier,Fulda University of Applied Sciences,2
2014,Elsevier,Fraunhofer Institute for Industrial Engineering,3
2017,Non-Elsevier,Dresden Academy of Fine Arts,1
2017,Elsevier,Fraunhofer Institute for Photonic Microsystems,2
2019,Non-Elsevier,Fraunhofer Austria,1
2015,Elsevier,Max Planck Institute for Medical Research,2
2012,Non-Elsevier,Fraunhofer Institute for Industrial Engineering,2
2020,Non-Elsevier,Fraunhofer Institute for Mechatronic Systems Design,1
2019,Non-Elsevier,Fraunhofer Institute for Transportation and Infrastructure Systems,1
2020,Elsevier,Augsburg University of Applied Sciences,5
2014,Non-Elsevier,"Fraunhofer Institute for Organic Electronics, Electron Beam and Plasma Technology",2
2013,Non-Elsevier,University of Applied Sciences Rosenheim,2
2013,Elsevier,Fraunhofer Institute for Material Flow and Logistics,1
2017,Non-Elsevier,Fraunhofer Singapore,2
2012,Elsevier,Halle Institute for Economic Research,2
2019,Elsevier,Max Planck Institute for Informatics,4
2013,Non-Elsevier,Fraunhofer Institute for Photonic Microsystems,3
2013,Elsevier,Hochschule Aalen,1
2013,Non-Elsevier,Regensburg University of Applied Sciences,3
2018,Elsevier,Augsburg University of Applied Sciences,1
2013,Non-Elsevier,Stuttgart Media University,1
2014,Non-Elsevier,Fraunhofer Institute for Transportation and Infrastructure Systems,1
2012,Elsevier,Fresenius University of Applied Sciences,1
2016,Elsevier,Max Planck Institute of Quantum Optics,2
2015,Non-Elsevier,Fachhochschule Kiel,2
2018,Non-Elsevier,Fraunhofer USA,2
2016,Non-Elsevier,Albstadt-Sigmaringen University,1
2015,Elsevier,Hochschule für Technik und Wirtschaft des Saarlandes,3
2020,Elsevier,hsg Bochum - University of Applied Sciences,2
2013,Elsevier,Fraunhofer Institute for Toxicology and Experimental Medicine,2
2012,Non-Elsevier,Westsächsische Hochschule Zwickau,2
2017,Non-Elsevier,Fraunhofer Institute for Experimental Software Engineering,4
2012,Elsevier,University of Education Freiburg,1
2013,Elsevier,Bremen University of Applied Sciences,2
2015,Elsevier,Technische Hochschule Ingolstadt,2
2020,Elsevier,Max Planck Institute for Research on Collective Goods,5
2014,Elsevier,Fraunhofer Institute for Microelectronic Circuits and Systems,2
2012,Elsevier,Hochschule Hannover,1
2017,Non-Elsevier,Berlin State Library,1
2016,Elsevier,Westsächsische Hochschule Zwickau,2
2016,Elsevier,Fraunhofer Institute for Secure Information Technology,1
2012,Elsevier,Karlsruhe University of Applied Sciences,1
2019,Elsevier,Fraunhofer Research Institution for Marine Biotechnology and Cell Technology,1
2016,Elsevier,Zittau/Görlitz University of Applied Sciences,3
2014,Elsevier,Bremen University of Applied Sciences,4
2013,Non-Elsevier,Max Planck Institute for Empirical Aesthetics,1
2015,Elsevier,"Fraunhofer Institute for Environmental, Safety, and Energy Technology",4
2014,Elsevier,Stuttgart Media University,1
2020,Non-Elsevier,Max Planck Institute for Foreign and International Criminal Law,1
2013,Elsevier,Heilbronn University,2
2017,Elsevier,Rottenburg University of Applied Forest Sciences,1
2015,Elsevier,Fraunhofer Institute for Nondestructive Testing,2
2015,Elsevier,Frankfurt University of Applied Sciences,1
2020,Non-Elsevier,Berlin State Library,1
2013,Elsevier,Mathematical Research Institute of Oberwolfach,1
2020,Elsevier,"Fraunhofer Institute of Optronics, System Technologies and Image Exploitation",2
2012,Non-Elsevier,Max Planck Institute for Foreign and International Criminal Law,1
2020,Non-Elsevier,Max Planck-Bristol Centre for Minimal Biology,1
2016,Non-Elsevier,Fraunhofer Austria,1
2012,Elsevier,Bonn-Rhein-Sieg University of Applied Sciences,1
2020,Elsevier,Hamm-Lippstadt University of Applied Sciences,2
2013,Non-Elsevier,Max Planck Institute for Comparative and International Private Law,1
2018,Elsevier,Fraunhofer Institute for Applied Solid State Physics,1
2015,Non-Elsevier,Institute for the German Language,2
2017,Elsevier,Hochschule Geisenheim University,3
2017,Elsevier,University of Applied Sciences Rosenheim,1
2013,Non-Elsevier,Baden-Wuerttemberg Cooperative State University,2
2020,Elsevier,"Fraunhofer Institute for Organic Electronics, Electron Beam and Plasma Technology",2
2017,Elsevier,Hochschule Bremerhaven,1
2017,Elsevier,Fraunhofer USA,2
2014,Elsevier,Kühne Logistics University,2
2015,Non-Elsevier,Karlsruhe University of Education,1
2017,Elsevier,Max Planck Research Unit for Enzymology of Protein Folding,1
2017,Non-Elsevier,Max Planck Institute for Comparative Public Law and International Law,1
2019,Elsevier,Max Planck Institute of Animal Behavior,2
2014,Elsevier,Hochschule für Technik und Wirtschaft des Saarlandes,1
2012,Elsevier,Leibniz Institute of Ecological Urban and Regional Development,3
2012,Non-Elsevier,Georg Simon Ohm University of Applied Sciences Nuremberg,2
2012,Elsevier,Max Planck Research Unit for Enzymology of Protein Folding,3
2018,Non-Elsevier,Fraunhofer Research Institution for Large Structures in Production Engineering,2
2019,Elsevier,University of Applied Sciences Würzburg-Schweinfurt,2
2019,Non-Elsevier,University of Applied Sciences Landshut,1
2020,Elsevier,Max Planck Institute for Extraterrestrial Physics,1
2015,Non-Elsevier,Augsburg University of Applied Sciences,2
2018,Elsevier,Fraunhofer Institute for Applied Polymer Research,3
