article_pubyear,publisher,institution_name,n_refs
2020,Elsevier,Max Planck Institute for Biological Cybernetics,117
2013,Non-Elsevier,Neubrandenburg University of Applied Sciences,26
2012,Non-Elsevier,Catholic University of Eichstätt-Ingolstadt,49
2018,Non-Elsevier,Institute for the German Language,12
2015,Non-Elsevier,Esslingen University of Applied Sciences,47
2020,Non-Elsevier,Leibniz-Centre General Linguistics,40
2018,Elsevier,Max Planck Institute for Extraterrestrial Physics,2
2017,Elsevier,German Institute for International Educational Research,31
2014,Elsevier,Max Planck Institute of Quantum Optics,24
2013,Non-Elsevier,Fraunhofer Institute for Systems and Innovation Research,28
2014,Elsevier,"Fraunhofer Institute for Environmental, Safety, and Energy Technology",5
2012,Non-Elsevier,Fraunhofer Institute for Process Engineering and Packaging,38
2014,Non-Elsevier,Leipzig University of Applied Sciences,69
2018,Elsevier,Fraunhofer Institute for Silicate Research,58
2018,Non-Elsevier,Fraunhofer Institute for Silicate Research,87
2014,Elsevier,Leipzig University of Applied Sciences,29
2015,Elsevier,Hochschule für Technik und Wirtschaft des Saarlandes,12
2017,Non-Elsevier,Fraunhofer Institute for Toxicology and Experimental Medicine,95
2019,Elsevier,Nürtingen-Geislingen University of Applied Science,5
2012,Non-Elsevier,Hochschule Ulm,16
2016,Elsevier,TH Köln – University of Applied Sciences,51
2020,Elsevier,"Fraunhofer Institute for Environmental, Safety, and Energy Technology",93
2015,Elsevier,"Fraunhofer Institute for Telecommunications, Heinrich Hertz Institute",19
2016,Non-Elsevier,Münster University of Applied Sciences,110
2017,Non-Elsevier,Fraunhofer Institute for Microstructure of Materials and Systems,78
2013,Elsevier,Leibniz Institute for Analytical Sciences - ISAS,59
2016,Elsevier,Leibniz Institute DSMZ – German Collection of Microorganisms and Cell Cultures,48
2014,Non-Elsevier,Fraunhofer Institute for Ceramic Technologies and Systems,112
2018,Non-Elsevier,Max Planck Institute for the Study of Religious and Ethnic Diversity,34
2014,Elsevier,Fraunhofer Institute for Machine Tools and Forming Technology,43
2020,Non-Elsevier,Ostwestfalen-Lippe University of Applied Sciences and Arts,83
2019,Elsevier,Fraunhofer Center for International Management and Knowledge Economy,3
2013,Non-Elsevier,Offenburg University of Applied Sciences,43
2014,Elsevier,Max Planck Institute for Social Law and Social Policy,4
2018,Elsevier,Institute of Plant Genetics and Crop Plant Research,111
2016,Non-Elsevier,Institute for the German Language,21
2018,Elsevier,German Rheumatism Research Centre,98
2016,Elsevier,Max Planck Institute for Infection Biology,122
2013,Elsevier,Hochschule Aalen,12
2015,Elsevier,Leibniz Institute of Agricultural Development in Transition Economies,64
2019,Elsevier,Max Planck Florida Institute for Neuroscience,21
2014,Non-Elsevier,Heidelberg University of Education,44
2016,Elsevier,Fraunhofer Institute for Wood Research Wilhelm-Klauditz-Institut,45
2014,Elsevier,Fraunhofer Institute for Electronic Nano Systems,13
2013,Elsevier,Max Planck Institute for Chemical Physics of Solids,49
2020,Elsevier,German Rheumatism Research Centre,134
2020,Non-Elsevier,Fraunhofer Institute for Integrated Systems and Device Technology,77
2014,Non-Elsevier,Max Planck Institute of Biophysics,188
2018,Non-Elsevier,Max Planck Institute for Mathematics,46
2012,Non-Elsevier,Max Planck Research Unit for Enzymology of Protein Folding,62
2016,Elsevier,Max Planck Institute for Brain Research,69
2018,Elsevier,Max Planck Institute for Biological Cybernetics,174
2018,Non-Elsevier,Max Planck Research Unit for Enzymology of Protein Folding,13
2017,Non-Elsevier,Fraunhofer Institute for Physical Measurement Techniques,34
2016,Elsevier,Max Planck Institute of Quantum Optics,28
2020,Elsevier,Fraunhofer Institute for Structural Durability and System Reliability,27
2019,Elsevier,Mannheim University of Applied Sciences,71
2020,Elsevier,Social Science Research Center Berlin,27
2018,Elsevier,Max Planck Institute for Dynamics and Self Organization,49
2014,Elsevier,Max Planck Institute of Biophysics,82
2014,Elsevier,Fraunhofer Institute for Interfacial Engineering and Biotechnology,35
2019,Elsevier,Max Planck Institute for Dynamics and Self Organization,77
2014,Non-Elsevier,Max Planck Institute for Social Law and Social Policy,29
2012,Elsevier,"Fraunhofer Institute for High-Speed Dynamics, Ernst-Mach-Institut",7
2015,Elsevier,Max Planck Institute of Immunobiology and Epigenetics,86
2014,Non-Elsevier,Fraunhofer Institute for Interfacial Engineering and Biotechnology,84
2013,Elsevier,Deggendorf Institute of Technology,3
2019,Elsevier,Max Planck Institute for Mathematics in the Sciences,36
2019,Elsevier,Fraunhofer Institute for Production Technology,27
2020,Non-Elsevier,Fulda University of Applied Sciences,160
2013,Elsevier,Leibniz Institute DSMZ – German Collection of Microorganisms and Cell Cultures,44
2015,Elsevier,Helmut Schmidt University,82
2020,Elsevier,Frankfurt University of Applied Sciences,10
2019,Elsevier,Hochschule Osnabrück,19
2014,Elsevier,Heidelberg University of Education,18
2013,Elsevier,Fraunhofer Institute for Production Systems and Design Technology,10
2018,Elsevier,Fraunhofer Institute for Applied Solid State Physics,21
2014,Non-Elsevier,"Fraunhofer Institute for Environmental, Safety, and Energy Technology",12
2016,Elsevier,Hochschule Aalen,19
2020,Elsevier,Halle Institute for Economic Research,26
2017,Elsevier,"Fraunhofer Institute for High-Speed Dynamics, Ernst-Mach-Institut",40
2013,Non-Elsevier,Fraunhofer Institute for Interfacial Engineering and Biotechnology,110
2019,Elsevier,Deutsches Elektronen-Synchrotron DESY,189
2015,Non-Elsevier,Fraunhofer Institute for Surface Engineering and Thin Films,25
2014,Non-Elsevier,"Bauhaus University, Weimar",96
2017,Non-Elsevier,Westsächsische Hochschule Zwickau,21
2020,Non-Elsevier,Fraunhofer Institute for Production Systems and Design Technology,40
2017,Non-Elsevier,Fraunhofer Institute for Algorithms and Scientific Computing,96
2014,Elsevier,FH Aachen,30
2012,Elsevier,Offenburg University of Applied Sciences,25
2019,Non-Elsevier,Fraunhofer Institute for Structural Durability and System Reliability,52
2012,Elsevier,Max Planck Institute for Dynamics and Self Organization,50
2013,Non-Elsevier,Max Planck Institute for Comparative and International Private Law,3
2019,Elsevier,Fraunhofer Institute for Building Physics,16
2017,Non-Elsevier,Max Planck Institute for Demographic Research,72
2020,Elsevier,Max Planck Institute for Mathematics in the Sciences,45
2020,Non-Elsevier,Fraunhofer Institute for Photonic Microsystems,75
2015,Elsevier,Max Planck Institute of Molecular Plant Physiology,127
2015,Non-Elsevier,Fraunhofer Institute for Electronic Nano Systems,73
2014,Non-Elsevier,FH Aachen,53
2017,Elsevier,Fraunhofer Institute for Cell Therapy and Immunology,91
2013,Elsevier,Max Planck Institute of Quantum Optics,27
2020,Elsevier,Leibniz Institute of Plant Biochemistry,32
2017,Elsevier,Leibniz Institute of Plant Biochemistry,147
2018,Non-Elsevier,Ostwestfalen-Lippe University of Applied Sciences and Arts,10
2019,Non-Elsevier,Fraunhofer Institute for Building Physics,23
2019,Elsevier,Fraunhofer Institute for Biomedical Engineering,56
2012,Non-Elsevier,Leibniz Institute for Baltic Sea Research,168
2016,Non-Elsevier,Fresenius University of Applied Sciences,31
2018,Elsevier,Coburg University of Applied Sciences,19
2013,Elsevier,Julius Kühn-Institut,58
2017,Elsevier,Fraunhofer Institute for Algorithms and Scientific Computing,13
2015,Elsevier,Bonn-Rhein-Sieg University of Applied Sciences,32
2012,Non-Elsevier,Fraunhofer Institute for Algorithms and Scientific Computing,23
2020,Elsevier,Leibniz Research Centre for Working Environment and Human Factors,152
2019,Elsevier,Max Planck Institute of Immunobiology and Epigenetics,181
2016,Non-Elsevier,Fraunhofer Institute for Intelligent Analysis and Information Systems,20
2015,Elsevier,Ostwestfalen-Lippe University of Applied Sciences and Arts,16
2018,Non-Elsevier,Coburg University of Applied Sciences,18
2017,Elsevier,Fresenius University of Applied Sciences,9
2014,Elsevier,Max Planck Florida Institute for Neuroscience,26
2015,Non-Elsevier,Fraunhofer Institute for Production Technology,22
2017,Non-Elsevier,University of Education Weingarten,27
2016,Non-Elsevier,Fraunhofer Institute for Wood Research Wilhelm-Klauditz-Institut,24
2019,Non-Elsevier,Fraunhofer Institute for Computer Graphics Research,46
2018,Non-Elsevier,Heidelberg University of Education,55
2020,Non-Elsevier,Fraunhofer Institute for Open Communication Systems,38
2014,Non-Elsevier,Social Science Research Center Berlin,55
2013,Elsevier,Munich University of Applied Sciences,16
2018,Elsevier,Max Planck Institute for the Science of Human History,144
2014,Elsevier,Max Planck Institute for Research on Collective Goods,13
2019,Non-Elsevier,Baden-Wuerttemberg Cooperative State University,20
2017,Elsevier,Hamburg University of Applied Sciences,51
2017,Non-Elsevier,Max Planck Institute for Research on Collective Goods,22
2018,Elsevier,Heidelberg University of Education,33
2015,Elsevier,Max Planck Institute for Coal Research,78
2016,Non-Elsevier,Max Planck Computing and Data Facility,13
2019,Elsevier,University of Applied Sciences Ravensburg-Weingarten,18
2015,Non-Elsevier,Fraunhofer Institute for Reliability and Microintegration,32
2019,Elsevier,Julius Kühn-Institut,110
2018,Elsevier,Pforzheim University of Applied Sciences,20
2019,Elsevier,Fraunhofer Institute for Machine Tools and Forming Technology,62
2017,Elsevier,Fraunhofer Institute for Surface Engineering and Thin Films,15
2019,Elsevier,Frankfurt University of Applied Sciences,18
2013,Non-Elsevier,Munich University of Applied Sciences,75
2016,Elsevier,Max Planck Institute of Microstructure Physics,53
2016,Elsevier,Fraunhofer Institute for Surface Engineering and Thin Films,19
2012,Elsevier,Institut für Arbeitsmarkt und Berufsforschung,5
2015,Non-Elsevier,"Fraunhofer Institute for Organic Electronics, Electron Beam and Plasma Technology",35
2012,Non-Elsevier,Institut für Arbeitsmarkt und Berufsforschung,18
2013,Non-Elsevier,Fraunhofer Institute for Production Systems and Design Technology,11
2019,Non-Elsevier,Max Planck Florida Institute for Neuroscience,33
2013,Elsevier,Max Planck Institute of Microstructure Physics,51
2017,Elsevier,Catholic University of Eichstätt-Ingolstadt,54
2012,Elsevier,Fraunhofer Institute for Toxicology and Experimental Medicine,41
2015,Non-Elsevier,Fraunhofer Institute for Applied Optics and Precision Engineering,45
2020,Non-Elsevier,Fraunhofer Institute for Production Technology,62
2017,Elsevier,Darmstadt University of Applied Sciences,25
2018,Elsevier,Max Planck Institute for the Physics of Complex Systems,85
2014,Elsevier,Fraunhofer Institute for Industrial Mathematics,26
2018,Non-Elsevier,University of Hagen,227
2016,Elsevier,Max Planck Institute for Nuclear Physics,77
2012,Elsevier,Max Planck Institute for Medical Research,62
2020,Elsevier,Hochschule für Technik und Wirtschaft des Saarlandes,18
2016,Elsevier,Julius Kühn-Institut,79
2016,Elsevier,HHL Leipzig Graduate School of Management,20
2012,Elsevier,Max Planck Institute for Astronomy,12
2013,Non-Elsevier,Coburg University of Applied Sciences,25
2019,Elsevier,Stuttgart University of Applied Sciences,5
2012,Non-Elsevier,Max Planck Institute for Medical Research,245
2012,Elsevier,Fraunhofer Institute for Digital Medicine,30
2017,Elsevier,"Fraunhofer Institute for Environmental, Safety, and Energy Technology",21
2018,Non-Elsevier,Fraunhofer Institute for Production Technology,14
2015,Non-Elsevier,Max Planck Institute for Demographic Research,101
2015,Elsevier,Karlsruhe University of Applied Sciences,34
2019,Non-Elsevier,Fraunhofer Institute for Laser Technology,75
2020,Elsevier,Fraunhofer Institute for Reliability and Microintegration,27
2013,Non-Elsevier,Hochschule Mittweida,18
2012,Non-Elsevier,Fraunhofer Institute for Nondestructive Testing,39
2018,Elsevier,Esslingen University of Applied Sciences,33
2019,Non-Elsevier,Stuttgart University of Applied Sciences,6
2014,Elsevier,Leibniz Institute of Plant Biochemistry,105
2017,Elsevier,Max Planck Institute for Nuclear Physics,112
2019,Elsevier,Bonn-Rhein-Sieg University of Applied Sciences,106
2014,Elsevier,University of Siegen,195
2014,Non-Elsevier,Fraunhofer Institute for Digital Medicine,106
2014,Non-Elsevier,Fraunhofer Institute for Physical Measurement Techniques,44
2020,Elsevier,Fraunhofer Institute for Material and Beam Technology,131
2018,Elsevier,Darmstadt University of Applied Sciences,36
2018,Elsevier,Max Planck Institute for the Structure and Dynamics of Matter,9
2016,Non-Elsevier,Georg Simon Ohm University of Applied Sciences Nuremberg,24
2017,Non-Elsevier,Institute for the German Language,22
2013,Non-Elsevier,Dresden University of Applied Sciences,33
2020,Non-Elsevier,Fraunhofer Institute for Applied Polymer Research,107
2014,Non-Elsevier,Max Planck Research Unit for Enzymology of Protein Folding,5
2019,Non-Elsevier,Neubrandenburg University of Applied Sciences,62
2016,Elsevier,Max Planck Institute for the Science of Light,28
2020,Non-Elsevier,University of Applied Sciences Landshut,9
2019,Non-Elsevier,Fraunhofer Institute for Digital Media Technology,14
2020,Elsevier,Fraunhofer Institute for Microengineering and Microsystems,7
2018,Elsevier,Fraunhofer Institute for Algorithms and Scientific Computing,23
2013,Elsevier,Max Planck Institute for the Science of Human History,34
2015,Elsevier,University of Applied Sciences Landshut,18
2019,Elsevier,Max Planck Institute of Neurobiology,103
2015,Elsevier,Fraunhofer Institute for Silicate Research,41
2017,Elsevier,Stuttgart University of Applied Sciences,7
2020,Non-Elsevier,Fraunhofer Institute for Microengineering and Microsystems,116
2017,Non-Elsevier,Max Planck Institute for Innovation and Competition,37
2016,Non-Elsevier,Fraunhofer Institute for Industrial Mathematics,82
2012,Elsevier,Fraunhofer Institute for Intelligent Analysis and Information Systems,9
2016,Elsevier,University of Trier,251
2015,Elsevier,Institute of Plant Genetics and Crop Plant Research,83
2016,Elsevier,Fraunhofer Institute for Industrial Mathematics,39
2019,Elsevier,Fachhochschule Kiel,25
2020,Elsevier,Fraunhofer Institute for Digital Medicine,47
2013,Elsevier,Max Planck Institute for Mathematics in the Sciences,116
2014,Elsevier,Max Planck Research Unit for Enzymology of Protein Folding,3
2015,Elsevier,Fraunhofer Institute for Applied Solid State Physics,35
2013,Non-Elsevier,Max Planck Institute for the Science of Human History,56
2013,Non-Elsevier,Ostwestfalen-Lippe University of Applied Sciences and Arts,20
2016,Elsevier,Bernhard Nocht Institute for Tropical Medicine,115
2016,Elsevier,Fraunhofer Institute for Electronic Nano Systems,40
2017,Elsevier,Esslingen University of Applied Sciences,27
2016,Non-Elsevier,Fraunhofer Institute for Laser Technology,36
2016,Elsevier,Max Planck Institute for Informatics,29
2016,Elsevier,Max Planck Institute for Demographic Research,17
2019,Non-Elsevier,Leibniz Institute of Agricultural Development in Transition Economies,55
2018,Non-Elsevier,"Fraunhofer Institute for High-Speed Dynamics, Ernst-Mach-Institut",41
2013,Elsevier,Max Planck Institute for Astronomy,10
2013,Elsevier,"Fraunhofer Institute for High-Speed Dynamics, Ernst-Mach-Institut",7
2017,Elsevier,"Fraunhofer Institute for Telecommunications, Heinrich Hertz Institute",23
2013,Elsevier,Heidelberg University of Education,23
2013,Non-Elsevier,Fraunhofer Institute for Integrated Systems and Device Technology,14
2017,Elsevier,Centre For European Economic Research,65
2019,Elsevier,Max Planck Institute for Demographic Research,19
2015,Elsevier,Mannheim University of Applied Sciences,32
